# No.	h	k	l	K_0	K_1	K_2	Intensity
16614	-7	-19	-5	-0.49031500	-1.33085500	-0.35022500	0.00000000
16615	-7	-19	-4	-0.49031500	-1.33085500	-0.28018000	0.00000000
16616	-7	-19	-3	-0.49031500	-1.33085500	-0.21013500	0.00000000
16617	-7	-19	-2	-0.49031500	-1.33085500	-0.14009000	0.00000000
16618	-7	-19	-1	-0.49031500	-1.33085500	-0.07004500	0.00000000
16619	-7	-19	0	-0.49031500	-1.33085500	0.00000000	0.00000000
16620	-7	-19	1	-0.49031500	-1.33085500	0.07004500	0.00000000
16621	-7	-19	2	-0.49031500	-1.33085500	0.14009000	0.00000000
16622	-7	-19	3	-0.49031500	-1.33085500	0.21013500	0.00000000
16623	-7	-19	4	-0.49031500	-1.33085500	0.28018000	0.00000000
16624	-7	-19	5	-0.49031500	-1.33085500	0.35022500	0.00000000
16625	-7	-19	6	-0.49031500	-1.33085500	0.42027000	0.00000000
16626	-7	-19	7	-0.49031500	-1.33085500	0.49031500	0.00000000
16627	-7	-19	8	-0.49031500	-1.33085500	0.56036000	0.00000000
16628	-7	-19	9	-0.49031500	-1.33085500	0.63040500	0.00000000
16629	-7	-19	10	-0.49031500	-1.33085500	0.70045000	0.00000000
16630	-7	-19	11	-0.49031500	-1.33085500	0.77049500	0.00000000
16631	-7	-19	12	-0.49031500	-1.33085500	0.84054000	0.00000000
16632	-7	-19	13	-0.49031500	-1.33085500	0.91058500	0.00000000
16633	-7	-18	-14	-0.49031500	-1.26081000	-0.98063000	0.00000000
16634	-7	-18	-13	-0.49031500	-1.26081000	-0.91058500	0.00000000
16635	-7	-18	-12	-0.49031500	-1.26081000	-0.84054000	0.00000000
16636	-7	-18	-11	-0.49031500	-1.26081000	-0.77049500	0.00000000
16637	-7	-18	-10	-0.49031500	-1.26081000	-0.70045000	0.00000000
16638	-7	-18	-9	-0.49031500	-1.26081000	-0.63040500	0.00000000
16639	-7	-18	-8	-0.49031500	-1.26081000	-0.56036000	0.00000000
16640	-7	-18	-7	-0.49031500	-1.26081000	-0.49031500	0.00000000
16641	-7	-18	-6	-0.49031500	-1.26081000	-0.42027000	0.00000000
16642	-7	-18	-5	-0.49031500	-1.26081000	-0.35022500	0.00000000
16643	-7	-18	-4	-0.49031500	-1.26081000	-0.28018000	0.00000000
16644	-7	-18	-3	-0.49031500	-1.26081000	-0.21013500	0.00000000
16645	-7	-18	-2	-0.49031500	-1.26081000	-0.14009000	0.00000000
16646	-7	-18	-1	-0.49031500	-1.26081000	-0.07004500	0.00000000
16647	-7	-18	0	-0.49031500	-1.26081000	0.00000000	0.00000000
16648	-7	-18	1	-0.49031500	-1.26081000	0.07004500	0.00000000
16649	-7	-18	2	-0.49031500	-1.26081000	0.14009000	0.00000000
16650	-7	-18	3	-0.49031500	-1.26081000	0.21013500	0.00000000
16651	-7	-18	4	-0.49031500	-1.26081000	0.28018000	0.00000000
16652	-7	-18	5	-0.49031500	-1.26081000	0.35022500	0.00000000
16653	-7	-18	6	-0.49031500	-1.26081000	0.42027000	0.00000000
16654	-7	-18	7	-0.49031500	-1.26081000	0.49031500	0.00000000
16655	-7	-18	8	-0.49031500	-1.26081000	0.56036000	0.00000000
16656	-7	-18	9	-0.49031500	-1.26081000	0.63040500	0.00000000
16657	-7	-18	10	-0.49031500	-1.26081000	0.70045000	0.00000000
16658	-7	-18	11	-0.49031500	-1.26081000	0.77049500	0.00000000
16659	-7	-18	12	-0.49031500	-1.26081000	0.84054000	0.00000000
